H_ery_ID	peak_count	sig_peak_count	proportion_sig	SPU.hit	SPU.common_name	common_name	SPU.family	SPU.description	GRN	DE	PMC	sig_peak_count_ns	proportion_sig_ns
HER_11196.t1	3	0	0	SPU_027862	Sp-Mamdc4-15	Mamdc4	MAM superfamily	MAM domain containing 4-15	FALSE	TRUE	FALSE	0	0
HER_11197.t1	3	0	0	SPU_027865	Sp-Hypp_1216	Hypp_1216	none	hypothetical protein-1216	FALSE	FALSE	FALSE	0	0
HER_11199.t1	1	0	0	SPU_001336	Sp-Mamdc2	Mamdc2	MAM superfamily	MAM domain containing 2; endosomal glycoprotein-like; zonadhesin-like; human chromosome 10 open reading frame 112-like	FALSE	TRUE	FALSE	0	0
HER_11203.t1	1	0	0	SPU_001336	Sp-Mamdc2	Mamdc2	MAM superfamily	MAM domain containing 2; endosomal glycoprotein-like; zonadhesin-like; human chromosome 10 open reading frame 112-like	FALSE	TRUE	FALSE	0	0
HER_11204.t1	4	0	0	SPU_024394	Sp-Camk4	Camk4	STK (AGC)	calcium/calmodulin-dependent protein kinase IV, CaMK4, calspermin, Sp-Camk4b	FALSE	TRUE	FALSE	1	0.25
HER_11205.t1	3	0	0	SPU_017756	none	NA	none	none	FALSE	TRUE	FALSE	1	0.333333333333333
HER_11206.t1	4	1	0.25	SPU_022112	Sp-Csk	Csk	PTK	c-src tyrosine kinase	FALSE	TRUE	FALSE	0	0
HER_11208.t2	1	0	0	SPU_026672	Sp-Nbas	Nbas	none	neuroblastoma amplified sequence	FALSE	TRUE	FALSE	0	0
HER_11209.t1	1	0	0	SPU_002226	Sp-Slc39a3	Slc39a3	none	Solute carrier family 39 (zinc transporter), member 3	FALSE	TRUE	FALSE	0	0
HER_11210.t1	6	0	0	SPU_026288	Sp-Hcn1	Hcn1	CNG	SPIH, Ih channel, hyperpolarization-activated channel	FALSE	FALSE	FALSE	0	0
HER_40486.t1	2	0	0	SPU_023090	Sp-Prickle	Prickle	PET, LIM	prickle homolog. Sp-Pric, Sp-Pk	FALSE	TRUE	FALSE	0	0
HER_11211.t1	6	0	0	SPU_026288	Sp-Hcn1	Hcn1	CNG	SPIH, Ih channel, hyperpolarization-activated channel	FALSE	FALSE	FALSE	0	0
HER_11212.t1	1	0	0	SPU_026287	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_11213.t1_HER_11216.t1	1	0	0	SPU_002214	Sp-Lon	Lon	none	Mitochondrial ATP-dependent protease Lon [	FALSE	TRUE	FALSE	0	0
HER_40488.t1	2	0	0	SPU_023090	Sp-Prickle	Prickle	PET, LIM	prickle homolog. Sp-Pric, Sp-Pk	FALSE	TRUE	FALSE	0	0
HER_11219.t1	6	0	0	SPU_002216	Sp-C9orf93L	C9orf93L	none	human chromosome 9 open reading frame 93-like	FALSE	TRUE	FALSE	0	0
HER_11224.t1	4	0	0	SPU_023593	Sp-Myhpp11_smph1	Myhpp11_smph1	myosin	myosin XI	FALSE	FALSE	FALSE	0	0
HER_11227.t1	1	0	0	SPU_002221	Sp-Hypp_1378	Hypp_1378	7TM GPCR_1 superfamily	hypothetical protein-1378; G protein-coupled receptor-like	FALSE	FALSE	FALSE	0	0
HER_40490.t1	3	0	0	SPU_018413	Sp-Lrr_2	Lrr_2	UBQ superfamily, LRR_RI superfamily	leucine-rich repeat domain protein (fungi)-like	FALSE	TRUE	FALSE	0	0
HER_11232.t1	1	1	1	SPU_025405	Sp-Ubqln1	Ubqln1	none	Ubiquilin-1 (Protein linking IAP with cytoskeleton 1) (PLIC-1)	FALSE	FALSE	FALSE	0	0
HER_11237.t1	1	0	0	SPU_016207	none	NA	none	none	FALSE	TRUE	FALSE	1	1
HER_11239.t1	3	1	0.333333333333333	SPU_016200	Sp-Rps15	Rps15	none	ribosomal protein S15 	FALSE	TRUE	FALSE	1	0.333333333333333
HER_11240.t1	2	0	0	SPU_016205	Sp-Ndufs7	Ndufs7	none	NADH-ubiquinone oxidoreductase 20 kDa subunit, mitochondrial precursor (Complex I-20KD) (CI-20KD) (PSST subunit)	FALSE	TRUE	FALSE	0	0
HER_11243.t1	1	0	0	SPU_015515	Sp-Zmym1L_2	Zmym1L_2	ZnF_TTF superfamily	zinc finger, MYM-type 1-like-2	FALSE	TRUE	FALSE	1	1
HER_11247.t1	1	0	0	SPU_001456	Sp-Mbd2L	Mbd2L	none	methyl-CpG binding domain protein 2-like	FALSE	TRUE	FALSE	0	0
HER_11248.t1	1	0	0	SPU_001457	Sp-Med2	Med2	MBD superfamily	methyl-CpG binding domain protein 2 (MBD2)	FALSE	TRUE	FALSE	0	0
HER_37669.t1	2	0	0	SPU_003749	Sp-Aspapd	Aspapd	metalloprotease	none	FALSE	FALSE	FALSE	0	0
HER_40493.t1	5	0	0	SPU_018414	Sp-Hypp_914	Hypp_914	SANT superfamily	hypothetical protein-914; B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB-like; BDP1 protein-like	FALSE	FALSE	FALSE	0	0
HER_11251.t1	8	0	0	SPU_003290	Sp-Rkhd	Rkhd	RNA binding motif protein	Rkhd, Pem3, Pem-3, 	FALSE	TRUE	FALSE	1	0.125
HER_11252.t1	3	0	0	SPU_016795	Sp-Hypp_3045	Hypp_3045	none	hypothetical protein-3045	FALSE	TRUE	FALSE	0	0
HER_11253.t1	5	0	0	SPU_016795	Sp-Hypp_3045	Hypp_3045	none	hypothetical protein-3045	FALSE	TRUE	FALSE	1	0.2
HER_11255.t1	1	0	0	SPU_016633	Sp-Cog1	Cog1	none	Conserved oligomeric Golgi complex component 1 (Low density lipoprotein receptor defect B-complementing protein)	FALSE	TRUE	FALSE	0	0
HER_11257.t1	2	0	0	SPU_003288	Sp-Hypp_1440	Hypp_1440	none	hypothetical protein-1440	FALSE	TRUE	FALSE	0	0
HER_11260.t1.1.5f2c6cd7	2	0	0	SPU_027736	Sp-Snupn	Snupn	none	snurportin 1, Snupn1, Rnut1	FALSE	TRUE	FALSE	0	0
HER_40494.t1	11	1	0.0909090909090909	SPU_018419	Sp-Prkar2a	Prkar2a	RIIa superfamily, CAP_ED superfamily	protein kinase, cAMP dependent regulatory, type II	FALSE	TRUE	FALSE	0	0
HER_11261.t3	1	0	0	SPU_027388	Sp-Nkcc1	Nkcc1	none	Na-K-Cl cotransporter	FALSE	TRUE	FALSE	0	0
HER_11263.t1	1	0	0	SPU_003293	Sp-Fn3/Egff_8	Fn3/Egff_8	adhesion protein	none	FALSE	TRUE	FALSE	0	0
HER_11265.t1	1	0	0	SPU_003293	Sp-Fn3/Egff_8	Fn3/Egff_8	adhesion protein	none	FALSE	TRUE	FALSE	0	0
HER_11267.t1	1	0	0	SPU_006537	Sp-Slc22a3_9	Slc22a3_9	MFS superfamily	solute carrier family 22 (extraneuronal monoamine transporter), member 3-9; organic cation transporter 3-9	FALSE	TRUE	FALSE	0	0
HER_11268.t1	2	0	0	SPU_015446	Sp-Snapc3	Snapc3	none	small nuclear RNA activating complex, polypeptide 3	FALSE	FALSE	FALSE	0	0
HER_11270.t1	1	0	0	SPU_015442	Sp-Cyp2L30	Cyp2L30	CYP2	cytochrome P450 family 2-like, Sp-Cyp2L22_1	FALSE	TRUE	FALSE	0	0
HER_11274.t1	3	0	0	SPU_015445	Sp-Ugdh	Ugdh	none	UDP-glucose 6-dehydrogenase (UDP-Glc dehydrogenase) (UDP-GlcDH) (UDPGDH)	FALSE	TRUE	FALSE	0	0
HER_11275.t1	2	0	0	SPU_013700	Sp-Otud7b	Otud7b	OTU superfamily	OTU domain containing 7B; zinc finger, A20 domain containing 1	FALSE	FALSE	FALSE	0	0
HER_11290.t1	6	0	0	SPU_021698	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_11291.t1	10	0	0	SPU_021697	Sp-Dennd4a_2	Dennd4a_2	dDENN superfamily	DENN/MADD domain containing 4A-2	FALSE	TRUE	FALSE	0	0
HER_11291.t2	2	0	0	SPU_021697	Sp-Dennd4a_2	Dennd4a_2	dDENN superfamily	DENN/MADD domain containing 4A-2	FALSE	TRUE	FALSE	0	0
HER_11293.t1	5	0	0	SPU_016404	Sp-Metaxin1	Metaxin1	none	none	FALSE	TRUE	FALSE	0	0
HER_37670.t1	6	0	0	SPU_003750	Sp-Ncapg2	Ncapg2	none	leucine zipper protein 5; condensin-2 complex, subunit G2; non-SMC condensin II complex, subunit G2	FALSE	TRUE	FALSE	0	0
HER_40495.t1	4	1	0.25	SPU_018415	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_11297.t1	6	0	0	SPU_021693	Sp-Mcee	Mcee	none	Methylmalonyl-CoA epimerase, mitochondrial precursor (DL-methylmalonyl-CoA racemase) 	FALSE	TRUE	FALSE	0	0
HER_11300.t1	7	0	0	SPU_016403	Sp-Dmxl	Dmxl	WD40 domain	DmX-like, Dmxl1/2-like, rabconnectin 3-like, Sp-DmxL2	FALSE	TRUE	FALSE	1	0.142857142857143
HER_11302.t1	1	0	0	SPU_016403	Sp-Dmxl	Dmxl	WD40 domain	DmX-like, Dmxl1/2-like, rabconnectin 3-like, Sp-DmxL2	FALSE	TRUE	FALSE	0	0
HER_11303.t1	2	0	0	SPU_027177	Sp-Hrh2L_9	Hrh2L_9	7TM GPCR_1 superfamily	histamine H2 receptor-like-9	FALSE	TRUE	FALSE	0	0
HER_11311.t1	5	0	0	SPU_018408	Sp-P16	P16	none	P16 biomineralization protein, SpP16	FALSE	TRUE	TRUE	1	0.2
HER_11314.t1	3	0	0	SPU_018405	Sp-Hypp2386	Hypp2386	none	hypothetical protein-2386, Sp-Hypp_2386	FALSE	TRUE	TRUE	0	0
HER_11315.t1	1	0	0	SPU_018403	Sp-Hypp3152	Hypp3152	none	hypothetical protein 3152	FALSE	TRUE	TRUE	0	0
HER_11317.t1	3	2	0.666666666666667	SPU_018402	Sp-Hypp2385	Hypp2385	none	hypothetical protein-2385, Sp-Hypp_2385	FALSE	TRUE	FALSE	0	0
HER_40498.t1	3	0	0	SPU_018416	Sp-Prss23L	Prss23L	Tryp_SPc superfamily	protease, serine, 23-like; serine protease 23-like	FALSE	FALSE	FALSE	0	0
HER_11318.t1	7	0	0	SPU_021638	Sp-BetaDxlL	BetaDxlL	none	none	FALSE	TRUE	FALSE	0	0
HER_11319.t1	2	0	0	SPU_021637	Sp-Hypp_2567	Hypp_2567	none	hypothetical protein-2567; aminotransferase, class IV family protein [Zea mays]-like	FALSE	TRUE	FALSE	0	0
HER_11320.t1	2	0	0	SPU_024895	Sp-Aldh7a1	Aldh7a1	Aldehyde dehydrogenase	aldehyde dehydrogenase family 7 member A1, antiquitin 1 (Atq1), Sp-Aldh7a1_1	FALSE	FALSE	FALSE	0	0
HER_11322.t1.2.5f2c6cf2	1	0	0	SPU_000545	Sp-Gtf3c1L	Gtf3c1L	BTB superfamily, BACK superfamily	general transcription factor 3C polypeptide 1 (transcription factor III-alpha subunit)(TF3C-alpha)(TFIIIC 220kDa subunit)(TFIIIC 220)(TFIIIC box B-binding subunit) isoform 1	FALSE	TRUE	FALSE	0	0
HER_11323.t1	2	0	0	SPU_022534	Sp-Deth1	Deth1	Det1 superfamily	de-etiolated homolog 1 (Arabidopsis)	FALSE	TRUE	FALSE	0	0
HER_11324.t1	2	0	0	SPU_004750	Sp-Acsbg1	Acsbg1	LuxE superfamily, peptidase_C15 superfamily	acyl-CoA synthetase bubblegum family member 1	FALSE	TRUE	FALSE	0	0
HER_11325.t1	4	0	0	SPU_016165	Sp-Herc1-2	Herc1	RCC1 superfamily	HECT (homologous to the E6-AP (UBE3A) carboxy terminus) domain and RCC1-like domain-containing protein 1-2; guanine nucleotide exchange factor p532	FALSE	TRUE	FALSE	0	0
HER_11326.t1	1	0	0	SPU_004750	Sp-Acsbg1	Acsbg1	LuxE superfamily, peptidase_C15 superfamily	acyl-CoA synthetase bubblegum family member 1	FALSE	TRUE	FALSE	0	0
HER_11327.t1	3	1	0.333333333333333	SPU_004751	Sp-Atp8b2	Atp8b2	none	Probable phospholipid-transporting ATPase ID (ATPase class I type 8B member 2)	FALSE	FALSE	FALSE	0	0
HER_11328.t1	4	1	0.25	SPU_010728	Sp-Ccdc11	Ccdc11	none	coiled-coil domain containing 11	FALSE	TRUE	FALSE	0	0
HER_11329.t1	1	0	0	SPU_016071	Sp-Hypp_2244	Hypp_2244	P_loop_NTPase superfamily	hypothetical protein-2244	FALSE	TRUE	FALSE	0	0
HER_40500.t1	2	0	0	SPU_018417	Sp-Gramd4	Gramd4	none	GRAM domain containing 4; death-inducing protein	FALSE	TRUE	FALSE	0	0
HER_11332.t1	1	0	0	SPU_021159	Sp-Nacha6	Nacha6	acetylcholine receptor family 	nicotinic acetylcholine receptor alpha 6	FALSE	TRUE	FALSE	0	0
HER_40501.t1	4	1	0.25	SPU_019057	Sp-Nmral1_1	Nmral1_1	AdoMet_MTase superfamily	NmrA-like family domain containing 1-1	FALSE	FALSE	FALSE	0	0
HER_11347.t1	2	0	0	SPU_018309	Sp-Ncapg	Ncapg	YCG1 superfamily	non-SMC condensin I complex, subunit G	FALSE	TRUE	FALSE	0	0
HER_11348.t1	3	0	0	SPU_021160	Sp-NeurmdnBr_3	NeurmdnBr_3	none	none	FALSE	FALSE	FALSE	0	0
HER_11353.t1	2	0	0	SPU_005227	Sp-Mrps30	Mrps30	PDCD9 superfamily	mitochondrial ribosomal protein S30	FALSE	TRUE	FALSE	0	0
HER_11355.t1	3	0	0	SPU_005226	Sp-Galk2_1	Galk2_1	none	N-acetylgalactosamine kinase (GalNAc kinase) (Galactokinase 2)	FALSE	TRUE	FALSE	0	0
HER_11382.t1	1	0	0	SPU_015894	Sp-Scnn1g	Scnn1g	none	Amiloride-sensitive sodium channel gamma-subunit (Epithelial Na+ channel gamma subunit) (Gamma ENaC) (Nonvoltage-gated sodium channel 1 gamma subunit) (SCNEG) (Gamma NaCH)	FALSE	FALSE	FALSE	0	0
HER_11384.t1	6	0	0	SPU_014404	Sp-Dapk1	Dapk1	DAPK	death-associated protein kinase 1-like, Sp-Dapk1_1	FALSE	FALSE	FALSE	0	0
HER_11385.t1_HER_11387.t1	6	1	0.166666666666667	SPU_014405	Sp-Pnr	Pnr	nuclear hormone receptor	photoreceptor-specific nuclear receptor-like, NR2E3, Hr51 homolog	FALSE	FALSE	FALSE	0	0
HER_11388.t1	3	0	0	SPU_014406	Sp-Kcnn1	Kcnn1	none	Potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1	FALSE	TRUE	FALSE	0	0
HER_11393.t1	2	0	0	SPU_014454	Sp-Rpl17	Rpl17	none	ribosomal protein L17	FALSE	TRUE	FALSE	0	0
HER_11394.t1.1.5f2c6cf3	5	0	0	SPU_015819	Sp-Homer2	Homer2	none	Homer 2	FALSE	FALSE	TRUE	0	0
HER_11396.t1	5	0	0	SPU_024223	Sp-Hypp_212	Hypp_212	RRM superfamily	hypothetical protein-212; myelin expression factor-like; heterogeneous nuclear ribonucleoprotein M-like	FALSE	TRUE	FALSE	0	0
HER_11446.t1	1	0	0	SPU_024218	Sp-Clect_92	Clect_92	none	none	FALSE	TRUE	FALSE	0	0
HER_40505.t1_HER_40502.t1	9	0	0	SPU_028355	Sp-Cadps_1	Cadps_1	none	Ca++-dependent secretion activator-1	FALSE	TRUE	FALSE	0	0
HER_11449.t1	3	1	0.333333333333333	SPU_016301	Sp-Cuzd1L_1	Cuzd1L_1	zona pellucida superfamily	CUB and zona pellucida-like domain 1-like-1	FALSE	TRUE	FALSE	0	0
HER_11453.t1	1	0	0	SPU_028844	Sp-Ccp/Zp_3	Ccp/Zp_3	ZP adhesion protein	none	FALSE	TRUE	FALSE	0	0
HER_11454.t1	4	0	0	SPU_028843	Sp-Ccp/Zp_2	Ccp/Zp_2	ZP adhesion protein	none	FALSE	TRUE	FALSE	3	0.75
HER_11462.t1	1	0	0	SPU_017662	Sp-Mgam_2	Mgam_2	none	Maltase-glucoamylase, intestinal [Includes: Maltase (Alpha-glucosidase); Glucoamylase (Glucan 1,4-alpha-glucosidase)]	FALSE	TRUE	FALSE	0	0
HER_11463.t1	1	0	0	SPU_017661	Sp-Mgam	Mgam	none	Maltase-glucoamylase, intestinal [Includes: Maltase (Alpha-glucosidase); Glucoamylase (Glucan 1,4-alpha-glucosidase)]	FALSE	TRUE	FALSE	0	0
HER_11466.t1	1	0	0	SPU_022395	Sp-Stk2m829	Stk2m829	none	serine/threonine protein kinase 2M829	FALSE	TRUE	FALSE	0	0
HER_11467.t1	3	0	0	SPU_018937	Sp-Hypp_2411	Hypp_2411	EGF_CA superfamily	hypothetical protein-2411	FALSE	TRUE	FALSE	0	0
HER_11468.t1	2	1	0.5	SPU_002782	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_11470.t1	1	1	1	SPU_002783	Sp-NotchL_1	NotchL_1	MAM superfamily, EGF_C superfamily	notch-like-1	FALSE	TRUE	FALSE	0	0
HER_11482.t1	1	0	0	SPU_002786	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_11483.t1	3	0	0	SPU_002780	Sp-Ndufs4	Ndufs4	ETC-C1_NDUFA4 superfamily	NADH dehydrogenase (ubiquinone) Fe-S protein 4 18kDa, NADH-conenzymeQ reductase	FALSE	TRUE	FALSE	0	0
HER_40506.t1.1.5f2c687f	4	0	0	SPU_028354	Sp-Pdhb	Pdhb	transket_pyr superfamily,, transketolase superfamily, SET superfamily, PHD superfamily	pyruvate dehydrogenase beta subunit	FALSE	TRUE	FALSE	0	0
HER_11494.t1	6	1	0.166666666666667	SPU_002787	Sp-Glur3	Glur3	glutamate receptor family	AMPA glutamate receptor 3	FALSE	FALSE	FALSE	0	0
HER_11495.t1	10	1	0.1	SPU_028783	Sp-Glur3_1	Glur3_1	glutamate receptor family	AMPA glutamate receptor 3	FALSE	TRUE	FALSE	0	0
HER_11496.t1	6	1	0.166666666666667	SPU_028784	Sp-Glur2_2	Glur2_2	glutamate receptor family	AMPA glutamate receptor 2	FALSE	FALSE	FALSE	1	0.166666666666667
HER_11497.t1	7	0	0	SPU_008971	Sp-Gria1	Gria1	none	Glutamate receptor 1 precursor (GluR-1) (GluR-A) (GluR-K1) (Glutamate receptor ionotropic, AMPA 1) 	FALSE	TRUE	FALSE	0	0
HER_11498.t1	9	2	0.222222222222222	SPU_027899	Sp-Glur1	Glur1	glutamate receptor family	AMPA glutamate receptor 1	FALSE	FALSE	FALSE	1	0.111111111111111
HER_40506.t1	2	0	0	SPU_028354	Sp-Pdhb	Pdhb	transket_pyr superfamily,, transketolase superfamily, SET superfamily, PHD superfamily	pyruvate dehydrogenase beta subunit	FALSE	TRUE	FALSE	0	0
HER_11499.t1	3	1	0.333333333333333	SPU_027898	Sp-Hypp_277	Hypp_277	ACC_central superfamily	hypothetical protein-277; leucine-rich repeat kinase 1-like	FALSE	FALSE	FALSE	0	0
HER_11503.t1	1	0	0	SPU_027898	Sp-Hypp_277	Hypp_277	ACC_central superfamily	hypothetical protein-277; leucine-rich repeat kinase 1-like	FALSE	FALSE	FALSE	0	0
HER_11510.t1	1	0	0	SPU_010106	Sp-Kiaa1529L_1	Kiaa1529L_1	none	KIAA1529 protein-like-1	FALSE	TRUE	FALSE	0	0
HER_40507.t1	2	0	0	SPU_028354	Sp-Pdhb	Pdhb	transket_pyr superfamily,, transketolase superfamily, SET superfamily, PHD superfamily	pyruvate dehydrogenase beta subunit	FALSE	TRUE	FALSE	0	0
HER_11517.t1	1	0	0	SPU_017980	Sp-Ulk3	Ulk3	none	unc-51 like kinase 3	FALSE	TRUE	FALSE	0	0
HER_40508.t1	3	0	0	SPU_002297	Sp-Slc45a2_2	Slc45a2_2	none	Membrane-associated transporter protein (AIM-1 protein) (Melanoma antigen AIM1) (Solute carrier family 45 member 2) (Underwhite protein)  	FALSE	TRUE	FALSE	0	0
HER_11520.t1	3	2	0.666666666666667	SPU_009404	Sp-Trpc4L	Trpc4L	none	transient receptor potential cation channel, subfamily C, member 4-like	FALSE	TRUE	FALSE	0	0
HER_11526.t1	1	0	0	SPU_009401	Sp-C1qc	C1qc	complement C1qc	none	FALSE	FALSE	FALSE	0	0
HER_40509.t1	3	1	0.333333333333333	SPU_002298	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_11530.t1	2	0	0	SPU_009400	Sp-KinsC	KinsC	kinesin	KIFC5	FALSE	TRUE	FALSE	0	0
HER_11537.t1	1	1	1	SPU_024384	Sp-Aqp3	Aqp3	none	Aquaporin-3 (AQP-3)	FALSE	FALSE	FALSE	0	0
HER_11542.t1	1	0	0	SPU_024384	Sp-Aqp3	Aqp3	none	Aquaporin-3 (AQP-3)	FALSE	FALSE	FALSE	0	0
HER_11543.t1	1	0	0	SPU_024384	Sp-Aqp3	Aqp3	none	Aquaporin-3 (AQP-3)	FALSE	FALSE	FALSE	0	0
HER_11545.t1	1	1	1	SPU_007274	Sp-Surreal/Gpcr106	Surreal/Gpcr106	none	none	FALSE	TRUE	FALSE	0	0
HER_40510.t1	3	0	0	SPU_002296	Sp-Hypp_1387	Hypp_1387	hot_dog superfamily	hypothetical protein-1397	FALSE	TRUE	FALSE	0	0
HER_11558.t1	1	0	0	SPU_017001	Sp-Hypp_2297	Hypp_2297	P_loop_NTPase superfamily	hypothetical protein-2297	FALSE	TRUE	FALSE	0	0
HER_11562.t1	1	0	0	SPU_010403	Sp-FoxY	FoxY	Forkhead	forkhead box Y, forkhead\nC-like	TRUE	TRUE	FALSE	0	0
HER_11563.t1	2	0	0	SPU_010403	Sp-FoxY	FoxY	Forkhead	forkhead box Y, forkhead\nC-like	TRUE	TRUE	FALSE	0	0
HER_11572.t1	2	0	0	SPU_014464	Sp-Adamts7/12L3	Adamts7/12L3	TSP_1 superfamily, ADAM_spacer1 superfamily	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif 7 and 12-like 3, Sp-Adamts7_1	FALSE	FALSE	FALSE	0	0
HER_11577.t1	1	0	0	SPU_024007	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_11577.t2	1	0	0	SPU_024007	none	NA	none	none	FALSE	TRUE	FALSE	1	1
HER_40511.t1	2	0	0	SPU_002295	Sp-Sephs2	Sephs2	PurM-like superfamily	selenophosphate synthetase 2 (or 1)	FALSE	FALSE	FALSE	0	0
HER_11580.t1	2	0	0	SPU_010588	Sp-Hypp_1924	Hypp_1924	none	hypothetical protein-1924; myosin-like	FALSE	FALSE	FALSE	1	0.5
HER_11581.t1	2	0	0	SPU_020560	Sp-C5orf21	C5orf21	Arb2 superfamily	human chromosome 5 open reading frame 21; family with sequence similarity 172, member A	FALSE	TRUE	FALSE	0	0
HER_40512.t1	1	0	0	SPU_002299	Sp-Psma5	Psma5	Ntn_hydrolase superfamily	proteasome (prosome, macropain) alpha 5 subunit	FALSE	FALSE	FALSE	0	0
HER_11583.t1	1	0	0	SPU_013360	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_11584.t1	2	0	0	SPU_013359	Sp-Hrh2_2	Hrh2_2	7TM GPCR_1 superfamily	histamine H2 receptor-2	FALSE	TRUE	FALSE	0	0
HER_11588.t1	7	0	0	SPU_017143	Sp-Stard5	Stard5	none	StAR-related lipid transfer protein 5 (StARD5) (START domain-containing protein 5)	FALSE	FALSE	FALSE	0	0
HER_11589.t1	5	0	0	SPU_017144	Sp-Vps33b	Vps33b	Sec1	vacuolar protein sorting-associated protein 33B, Sp-Vps33B_1	FALSE	TRUE	FALSE	0	0
HER_11597.t1	2	0	0	SPU_002219	Sp-Nefl	Nefl	neurofilament	neurofilament, light polypeptide 	FALSE	FALSE	FALSE	0	0
HER_11598.t1	1	0	0	SPU_023092	Sp-Nudt12-2	Nudt12	ankyrin superfamily, zf-NADH-PP superfamily, Nudix_hydrolase syperfamily	nudix (nucleoside diphosphate linked moiety X)-type motif 12	FALSE	TRUE	FALSE	0	0
HER_11600.t1	6	0	0	SPU_012935	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_11601.t1	7	0	0	SPU_017675	Sp-Skor	Skor	Ski/Sno	SKI family transcriptional corepressor, Skor1/2, Corl1/2, Lbxcor1-like, Sp-Lbhcor1	FALSE	FALSE	FALSE	0	0
HER_11602.t1	1	0	0	SPU_018097	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_11605.t1	2	0	0	SPU_000392	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_11604.t1	1	0	0	SPU_008143	Sp-Ap3b	Ap3b	none	adaptor-related protein complex 3 beta subunit, ruby (rb) homolog, Sp-Ap3b2, Sp-Ap3b2-2	FALSE	TRUE	FALSE	0	0
HER_11607.t1	4	0	0	SPU_025404	Sp-C3orf38L	C3orf38L	none	human chromosome 3 open reading frame 38-like	FALSE	TRUE	FALSE	0	0
HER_11612.t1	2	0	0	SPU_004781	Sp-Polr3c	Polr3c	RNA_pol_RPC82 superfamily	polymerase (RNA) III (DNA dependent) polypeptide C	FALSE	TRUE	FALSE	0	0
HER_11615.t1	2	0	0	SPU_020539	Sp-Hypp_977	Hypp_977	none	hypothetical protein-977	FALSE	TRUE	FALSE	0	0
HER_40528.t1	1	0	0	SPU_002300	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_11622.t1	3	0	0	SPU_026272	Sp-FgfrL3	FgfrL3	PTK	fibroblast growth factor receptor-like, Ret-like, Sp-Tk1_1	FALSE	TRUE	FALSE	0	0
HER_11623.t1	1	1	1	SPU_028207	Sp-Ccap/VasLr	Ccap/VasLr	none	Sp-CCAP/Vasotocin-like receptor	FALSE	FALSE	FALSE	0	0
HER_11625.t1	2	0	0	SPU_004511	Sp-Aqp9	Aqp9	none	Aquaporin 9 (Small solute channel 1)	FALSE	TRUE	TRUE	0	0
HER_11626.t1	2	0	0	SPU_025455	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_11629.t1	4	0	0	SPU_007230	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_11633.t1	8	2	0.25	SPU_021857	Sp-Clca1-2	Clca1	DUF1973 superfamily, CLCA_N superfamily, ADAM_spacer1 superfamily, NTR-like superfamily	chloride channel accessory 1-2	FALSE	TRUE	FALSE	0	0
HER_40529.t1	1	0	0	SPU_002293	Sp-Acadl	Acadl	acyl-CoA dehydrogenase	acyl-Coenzyme A dehydrogenase long-chain, LCAD, Sp-Acadl_2, Sp-Acadl_3	FALSE	TRUE	FALSE	0	0
HER_11634.t1	1	0	0	SPU_020712	Sp-Clca_14	Clca_14	chloride channel calcium activated	none	FALSE	FALSE	FALSE	1	1
HER_11638.t1	2	0	0	SPU_020430	Sp-Clca_13	Clca_13	chloride channel calcium activated	none	FALSE	FALSE	FALSE	0	0
HER_40530.t1	3	1	0.333333333333333	SPU_002292	Sp-Syt1-2	Syt1	synaptotagmin	synaptotagmin 1	FALSE	FALSE	FALSE	0	0
HER_11643.t1_HER_11645.t1.1.5f2d75c5	2	0	0	SPU_028588	Sp-Dis3l_1	Dis3l_1	RNB superfamily	DIS3 mitotic control homolog (S. cerevisiae)-like-1	FALSE	TRUE	FALSE	0	0
HER_11646.t1	1	0	0	SPU_021854	Sp-Mocs2	Mocs2	none	Molybdenum cofactor synthesis protein 2 large subunit (Molybdopterin synthase large subunit) (MPT synthase large subunit) (MOCS2B) 	FALSE	TRUE	FALSE	0	0
HER_11649.t1	2	0	0	SPU_021859	Sp-Gscrta1s	Gscrta1s	Sp-gamma-secretase aph1 subunit	gamma-secretase	FALSE	TRUE	FALSE	0	0
HER_40535.t1	3	0	0	SPU_002301	Sp-Sec61a2	Sec61a2	plug_translocon superfamily, SecY superfamily	Sec61, alpha subunit 2 (S. cerevisiae)	FALSE	TRUE	FALSE	0	0
HER_11665.t1	1	1	1	SPU_028373	Sp-Il16L	Il16L	PDZ superfamily	interleukin 16 like	FALSE	TRUE	FALSE	0	0
